"ID","Year","Tissue","Gender","dta_km","dtfl_km","Longitude","Latitude","Month_of_Capture","Mantle_length_mm","Wet_Weight_g","Maturity_level","Metal_A_concentration","Metal_B_concentration","Metal_C_concentration","Metal_D_concentration","Metal_E_concentration","Metal_F_concentration","Metal_G_concentration","Metal_H_concentration","Metal_I_concentration","Metal_J_concentration","Organic_A_concentration","Organic_B_concentration","Organic_C_concentration","Organic_D_concentration","Metal_A_status","Metal_B_status","Metal_C_status","Metal_D_status","Metal_E_status","Metal_F_status","Metal_G_status","Metal_H_status","Metal_I_status","Metal_J_status","Organic_A_status","Organic_B_status","Organic_C_status","Organic_D_status","Metal_A_outlier","Metal_B_outlier","Metal_C_outlier","Metal_D_outlier","Metal_E_outlier","Metal_F_outlier","Metal_G_outlier","Metal_H_outlier","Metal_I_outlier","Metal_J_outlier","Organic_A_outlier","Organic_B_outlier","Organic_C_outlier","Organic_D_outlier"
"47_04_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","310","875.8","3",134.33,0.95,3.6,216.85,114.54,1.96,290.8,2.98,0.13,0.28,0,0.08,0,7.853,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_05_liver",2021,"liver","1","544","181","59°59'W","49°33'S","6","267","572.8","5",113.74,1.08,3.92,327.88,108.1,1.7,256.59,3.57,0.07,0.45,0,0.089,0,15.393,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_06_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","269","478.6","3",115.31,0.84,4.34,176.82,189.31,2.45,229.93,3.5,0,0.48,0,0.041,0,5.596,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_07_liver",2021,"liver","1","544","181","59°59'W","49°33'S","6","250","439.4","5",134.82,0.38,2.63,276.81,207.43,1.72,235.28,1.74,0.04,0.32,0,0.027,0,9.224,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_08_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","273","574.7","4",103.56,0.71,2.55,279.27,154.12,2.47,309.72,2.42,0.06,0.45,0,0.087,0,15.124,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_09_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","273","671.6","4",96.85,1.04,3.36,242.22,189.85,1.65,210.35,0.9,0.09,0.29,0,0.082,0,17.013,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_10_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","276","512.9","3",142.52,0.85,3.53,296.29,169.22,2.03,236.15,1.37,0.06,0.42,0,0.04,0,14.543,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_11_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","310","754.1","4",161.03,0.54,3.6,289.3,162.63,2.44,240.47,1.22,0.04,0.4,4.004,0.508,0,37.747,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"47_12_liver",2021,"liver","1","544","181","59°59'W","49°33'S","6","241","404","4",121.89,0.89,4,370.8,155.23,1.8,213.57,0.71,0.11,0.43,67.003,0.418,0,46.923,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_13_liver",2021,"liver","0","544","181","59°59'W","49°33'S","6","257","462.9","3",158.83,0.76,3.49,171.18,198.34,2.33,213.3,2.55,0.01,0.45,0,0.72,0,33.19,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"47_14_liver",2021,"liver","1","544","181","59°59'W","49°33'S","6","257","445.3","4",106.47,0.56,3.34,348.4,207.58,2.41,291.17,0.37,0.07,0.37,0,0.057,0,9.03,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_15_liver",2021,"liver","1","544","181","59°59'W","49°33'S","6","274.9","376.8","3",121.42,0.47,3.35,360.31,100.63,0.06,189.6,2.44,0.14,0.31,0,0.123,0,29.413,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_01_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","242.3","378.4","3",101.98,1.05,2.95,244,198.14,2,290.55,3.17,0.09,0.24,0,0.046,0,11.067,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_02_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","261.54","463.9","3",158.96,0.83,2.24,222.97,176.61,2.47,239.54,0.22,0.08,0.24,253.202,0.228,0,60.361,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes"
"49_03_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","308.12","807.5","3",131.99,0.91,3.66,183.57,111.68,2,263.87,2,0.13,0.43,0,0.337,0,38.69,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_04_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","289","529.7","5",141.48,0.61,3.53,305.64,142.28,1.76,255.31,3.34,0.11,0.34,0,0.061,0,17.961,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_05_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","260","468","3",101.81,0.63,2.73,183.03,98.99,1.88,198.81,0.81,0.1,0.21,0,0.181,0,44.865,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_06_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","218","229.1","5",134.28,0.8,3.41,322.26,186.15,2.54,225.1,3.41,0,0.45,0,0.046,0,8.9,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_07_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","183","108.6","1",121.87,0.73,2.73,149.39,198.65,0.14,278.43,2.38,0.09,0.44,0,0.038,0,1.929,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_08_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","206","158.3","2",79.25,0.37,2.89,399.13,117.85,1.66,277,0.69,0.1,0.3,0,0.304,0,36.215,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_09_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","219","186.2","2",154.34,0.91,4.21,342.76,212.98,2.29,207.09,2.03,0.04,0.26,0,0.075,0,4.733,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_10_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","197","140.3","2",91.93,0.9,3.5,323.23,186.52,1.82,267.13,2.21,0.11,0.34,0,0.109,0,18.202,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_11_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","186","107.6","1",113.63,0.71,3.95,203.97,115.02,1.63,237.72,0.3,0.03,0.42,0,0.413,0,41.556,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_12_liver",2021,"liver","0","376","460","60°51'W","46°55'S","5","192","151.7","1",94.33,0.61,3.06,279.24,132.61,0.17,263.8,1.96,0.07,0.38,0,0.07,0,3.968,"Detected","Detected","Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_13_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","197","170.3","3",97.68,0.59,2.49,247.9,89.04,1.84,217.9,2.08,0.04,0.38,0,0.104,0,11.484,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_14_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","181","119.6","2",98.31,0.58,4.1,254.72,216.69,2.49,230.1,2.06,0.08,0.23,0,0.084,0,6.337,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_15_liver",2021,"liver","1","376","460","60°51'W","46°55'S","5","194","148.5","3",128.07,0.58,2.44,279.45,191.78,2.19,197.47,1.64,0.11,0.41,0,0.121,0,4.466,"Detected","Detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_01_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","288","646.2","5",15.01,0,0.63,51.67,60.72,0.08,4.82,0.06,0.01,0.15,2.397,0.064,0,0.611,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_02_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","254","444.5","5",20.12,0,0.7,96.29,48.55,0.07,5.99,0.08,0.01,0.16,2.473,0.03,0,0.468,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_03_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","246","453.3","5",7.64,0,0.71,16.62,57.86,0.18,6.2,0.09,0.02,0.29,2.313,0.123,10,0.347,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_04_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","310","875.8","3",23.15,0,0.89,68.78,40.8,0.08,8.8,0.04,0.02,0.07,4.533,0.041,0,0.802,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"47_05_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","267","572.8","5",7.81,0,0.83,29.45,41.77,0.16,9.82,0.04,0.01,0.42,2.769,0.108,0,0.875,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_06_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","269","478.6","3",19.36,0,1.4,92.68,69.53,0.05,4.81,0.07,0.02,0.14,5.025,0.048,0,1.127,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"47_07_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","250","439.4","5",21.81,0,1.66,46.63,66.68,0.1,1.8,0.05,0.01,0.12,0.868,0.117,10,0.57,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_08_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","273","574.7","4",20.13,0,1.04,10.17,65.29,0.07,5.11,0.08,0.02,0.35,2.374,0.034,0,0.492,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_09_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","273","671.6","4",21.03,0,1.38,47.26,55.33,0.11,8.14,0.08,0.01,0.47,1.505,0.047,0,0.596,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_10_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","276","512.9","3",22.17,0,1.39,30.67,76.58,0.15,10.07,0.08,0.01,0.41,3.778,0.12,0,0.489,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_11_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","310","754.1","4",5.22,0,1.58,41.63,66.56,0.08,4.76,0.07,0.01,0.43,0.259,2.5,0,0.386,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","BLOQ","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_12_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","241","404","4",29.16,0,1.45,89.41,61,0.1,9.58,0.08,0,0.34,0.548,0.091,10,0.53,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_13_muscle",2021,"muscle","0","544","181","59°59'W","49°33'S","6","257","462.9","3",3.35,0,1.05,55.58,62.97,0.13,2.77,0.05,0,0.33,1.155,0.179,10,0.54,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_14_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","257","445.3","4",20.17,0,1.41,85.02,38.16,0.1,5.39,0.08,0.01,0.21,2.95,0.12,10,0.496,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"47_15_muscle",2021,"muscle","1","544","181","59°59'W","49°33'S","6","274.9","376.8","3",19.42,0,1.16,93.96,74.15,0.18,7.86,0.05,0.01,0.32,6.595,0.161,0,0.404,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"49_01_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","242.3","378.4","3",14.26,0,0.72,89.38,67.04,0.16,4.9,0.08,0.02,0.06,0.662,0.434,0,0.686,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"49_02_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","261.54","463.9","3",10.2,0,1.53,55.19,53.33,0.06,2.77,0.07,0.02,0.26,0.377,0.279,0,0.454,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_03_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","308.12","807.5","3",22.79,0,1.43,68.14,65.93,0.07,1.7,0.08,0.01,0.26,0.483,0.024,10,0.272,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_04_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","289","529.7","5",15.15,0,1.06,68.52,37.03,0.11,4.43,0.03,0.02,0.36,0.447,0.046,0,0.395,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_05_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","260","468","3",20.29,0,1.7,67.94,48.47,0.08,7.32,0.04,0.01,0.49,0.938,0.051,0,0.367,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_06_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","218","229.1","5",16.9,0,0.53,27.15,47.44,0.17,9.62,0.07,0,0.2,0.262,0.096,0,0.198,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_07_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","183","108.6","1",22.08,0,1.97,23.19,68.25,0.09,1.88,0.08,0.01,0.27,0.262,0.09,0,0.257,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_08_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","206","158.3","2",27.41,0,0.87,95.21,42.97,0.15,6.12,0,0.02,0.24,0.193,0.126,0,0.392,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","Not detected","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_09_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","219","186.2","2",24.27,0,0.58,62.22,41.75,0.16,7.3,0.06,0.02,0.47,0.132,0.058,0,0.237,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_10_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","197","140.3","2",13.6,0,1.65,23.57,56.49,0.07,1.96,0.06,0.02,0.23,0.163,0.09,0,0.249,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_11_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","186","107.6","1",23.97,0,1.49,74.32,58.86,0.08,4.07,0,0.02,0.21,0,0.075,10,0.647,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","Not detected","BLOQ","Detected","Not detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_12_muscle",2021,"muscle","0","376","460","60°51'W","46°55'S","5","192","151.7","1",15.95,0,0.5,95.4,61.43,0.11,4.35,0.05,0.01,0.14,1.438,0.171,10,0.59,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_13_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","197","170.3","3",15.66,0,0.72,17.66,42.08,0.09,8.11,0.07,0.01,0.28,0.237,0.145,10,0.222,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_14_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","181","119.6","2",21.37,0,1.32,33.34,70.01,0.04,7.69,0.04,0.01,0.41,0.179,0.108,0,0.725,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"49_15_muscle",2021,"muscle","1","376","460","60°51'W","46°55'S","5","194","148.5","3",26.93,0,1.03,29.58,40.16,0.17,5.26,0.05,0.02,0.33,0.295,0.117,0,0.43,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_03_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","240.6","344.68","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234,0.397,5,5.43,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no"
"60_07_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","237.3","346.48","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.883,0.294,5,10.304,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","no"
"60_10_inksac",2020,"inksac","1","590","130","59°31'W","50°05'S","4","215.3","268.83","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,0.642,5,11.127,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no"
"60_15_inksac",2020,"inksac","1","561","166","59°52'W","49°42'S","3","231.8","302.9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,0.082,5,1.254,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no"
"65_01_inksac",2020,"inksac","1","561","166","59°52'W","49°42'S","3","229.1","286.8","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.368,0.1,5,6.397,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no"
"65_05_inksac",2020,"inksac","1","561","166","59°52'W","49°42'S","3","253.6","381.95","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367,0.817,5,5.797,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","yes","no","no"
"65_08_inksac",2020,"inksac","0","561","166","59°52'W","49°42'S","3","223.1","255.04","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.392,5,1.125,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","BLOQ","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no"
"65_14_inksac",2020,"inksac","1","561","166","59°52'W","49°42'S","3","237.4","316.7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.754,0.674,5,12.215,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","BLOQ","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","no","yes"
"49_01_inksac",2021,"inksac","1","376","460","60°51'W","46°55'S","5","242.3","378.4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238,0.028,0,1.758,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Detected","Detected","Not detected","Detected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no","no"
