"ID","Year","Tissue","Gender","dta_km","dtfl_km","Longitude","Latitude","Month_of_Capture","Mantle_length_mm","Wet_Weight_g","Maturity_level","Metal_A_concentration","Metal_B_concentration","Metal_C_concentration","Metal_D_concentration","Metal_E_concentration","Metal_F_concentration","Metal_G_concentration","Metal_H_concentration","Metal_I_concentration","Metal_J_concentration","Organic_A_concentration","Organic_B_concentration","Organic_C_concentration","Organic_D_concentration","Metal_A_status","Metal_B_status","Metal_C_status","Metal_D_status","Metal_E_status","Metal_F_status","Metal_G_status","Metal_H_status","Metal_I_status","Metal_J_status","Organic_A_status","Organic_B_status","Organic_C_status","Organic_D_status","Metal_A_outlier","Metal_B_outlier","Metal_C_outlier","Metal_D_outlier","Metal_E_outlier","Metal_F_outlier","Metal_G_outlier","Metal_H_outlier","Metal_I_outlier","Metal_J_outlier","Organic_A_outlier","Organic_B_outlier","Organic_C_outlier","Organic_D_outlier"
"26_12_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","268.8","435.05","3",12.95,0,0.95,47.08,52.62,0.13,5.04,0.18,0.01,0.28,1.013,0.096,0,0.414,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_13_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","273.7","434.67","4",20.24,0,0.71,85.23,56.49,0.12,6.17,0.13,0,0.23,0.283,0.04,0,0.626,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_14_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","275","485.43","5",19.47,0,0.73,29.07,43.78,0.08,8.7,0.17,0,0.33,0.852,0.069,0,0.468,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"26_15_muscle",2019,"muscle","0","590","148","059°36'W","49°55'S","6","242.7","342.63","5",8.94,0,1.43,91.42,48.57,0.13,3.81,0.18,0,0.4,7.865,0.312,0,0.501,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"28_01_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","268.7","428.87","3",22.6,0,1.31,60.04,62.34,0.13,4,0.18,0,0.28,9.72,0.047,0,0.523,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"28_02_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","258.8","348.11","3",0,0,1.19,60.1,58.16,0.12,2.63,0.15,0,0.26,2.999,0.145,0,0.862,"Not detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_03_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","257.5","386.02","5",14.96,0,1.36,21.3,40.13,0.09,2.98,0.12,0,0.39,2.547,0.176,0,0.773,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_04_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","238.7","295.47","3",6.43,0,1.57,31.24,54.25,0.12,3.19,0.16,0,0.2,1.443,0.049,0,0.882,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_05_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","254.8","341.83","3",21.73,0,1.45,40.37,61.17,0.06,5.86,0.17,0,0.2,2.435,0.071,0,0.52,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_06_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","260.5","379.29","3",11.11,0,0.81,31.62,65.08,0.09,7,0.16,0,0.23,0.424,0.122,0,0.58,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_07_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","271","462.42","4",23.42,0,1.25,22.45,70.01,0.05,9.44,0.13,0,0.24,0.084,0.024,0,0.752,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_08_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","246.2","310.29","3",5.57,0,0.83,77.4,52.5,0.08,8.79,0.17,0,0.38,0.365,0.035,0,0.38,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_09_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","261.4","256.25","3",6.5,0,0.73,70.84,48.41,0.13,9.28,0.16,0,0.24,0.49,0.072,0,0.38,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_10_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","243.5","316.46","3",17.87,0,0.87,66.23,66.62,0.11,4.5,0.13,0,0.17,2.977,0.103,0,0.363,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_11_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","249.8","360.31","4",10.45,0,0.87,54.52,53.14,0.09,2.54,0.18,0,0.23,0.344,0.099,0,0.58,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_12_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","231.4","341.05","4",10.98,0,0.69,40.32,37.96,0.04,5.54,0.17,0,0.4,0,0.149,0,0.621,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","Not detected","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_13_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","267.7","366.53","3",8.29,0,0.83,20.15,48.01,0.12,1.92,0.15,0,0.43,1.046,0.17,0,0.373,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_14_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","265.6","423.27","3",0,0,0.96,58.04,54.8,0.05,9.37,0.1,0.01,0.39,0,0.134,0,0.598,"Not detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"28_15_muscle",2019,"muscle","0","536","192","060°08'W","49°27'S","5","287.4","482.5","4",13.54,0,1.47,39.17,43.42,0.09,8.79,0.14,0.01,0.31,0,0.153,0,0.836,"Detected","Not detected","Detected","Detected","Detected","BLOQ","Detected","BLOQ","BLOQ","Detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_01_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","227.3","233.03","3",39,0,0,375.25,101.63,0,110.77,0,7.7,0,20.997,0.268,2.5,8.971,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_02_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","239.3","336.23","3",41.23,0,0,221.74,41.21,0,84.14,0,3.61,0,86.712,0.593,0.079,7.746,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_03_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","240.6","344.68","5",10.44,0,0,153.06,90.6,0,81.9,0,3.91,0,199.517,1.499,0.105,7.719,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_04_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","240.6","310.74","3",11.28,0,0,168.33,0,0,112.55,0,0,0,0,0.639,0.043,29.643,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_05_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","235.9","301.78","5",13.34,0,0,151.88,87.83,0,110.56,0,4.07,0,47.917,0.818,0.053,12.376,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_06_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","241.8","292.32","2",47.94,0,0,326.08,33.74,0,86.5,0,1.2,0,147.836,1.413,0.091,7.6,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_07_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","237.3","346.48","5",24.33,0,0,166.25,30.91,0,72.26,0,2.34,0,0,0.165,0,12.879,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_08_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","223.4","259.5","5",6.08,0,0,126.05,40.47,0,103.56,0,1.4,0,0,0.557,2.5,12.533,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_09_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","219","226.89","2",8.81,0,0,409.52,90.67,0,93.33,0,4.27,0,29.188,0.706,0.074,20.887,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_10_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","215.3","268.83","5",31,0,0,230.23,66.33,0,104.78,0,6.56,0,119.816,1.8,0.122,14.699,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_11_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","235.1","277.38","2",0,0,0,258.72,108.26,0,80.44,0,3.98,0,46.201,1.15,0.056,15.111,"Not detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_12_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","226.7","271.44","5",14.78,0,0,385.67,42.94,0,100.39,0,8.38,0,61.925,0.635,0.077,16.194,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_13_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","236.5","293.22","5",34.53,0,0,394.62,0,0,61.97,0,5.3,0,230.516,0.679,0.127,3.348,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_14_liver",2020,"liver","1","590","130","59°31'W","50°05'S","4","235.3","308.75","5",22.53,0,0,449.86,0,0,57.39,0,3.67,0,279.327,1.41,0.043,2.303,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_15_liver",2020,"liver","0","590","130","59°31'W","50°05'S","4","245.7","346.14","3",10.4,0,0,245.37,0,0,111.91,0,5.84,0,0,0.422,0.091,10.689,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_01_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","229.1","286.8","5",37.32,0,0,159.62,23.57,0,123.33,0,0,0,262.029,0.63,0.118,25.542,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","Not detected","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_02_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","235","259.86","3",28.21,0,0,148.22,16.73,0,65.96,0,2.52,0,333.896,2.231,0.03,11.897,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","yes","no","no"
"65_03_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","248.1","327.45","4",16.14,0,0,408.47,31.29,0,111.87,0,4.65,0,38.1,1.423,0.053,12.715,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_04_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","248.6","341.04","3",13.85,0,0,243.84,0,0,94.45,0,1.48,0,340.685,0.657,0.126,2.948,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_05_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","253.6","381.95","5",29.13,0,0,311.29,74.82,0,58.52,0,4.37,0,0,1.006,0.062,12.924,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_06_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","222.4","263.52","5",20.24,0,0,172.82,71.43,0,48.76,0,4.94,0,0,0.21,0.025,4.627,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_07_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","221.9","253.33","5",17.42,0,0,219.54,21.43,0,101.47,0,2.2,0,0,0.575,0.113,8.033,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_08_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","223.1","255.04","3",19.3,0,0,331.36,80.55,0,63.92,0,8.53,0,80.672,0.858,0.063,5.529,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_09_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","234.1","285.25","3",37.31,0,0,350.5,18.51,0,51.71,0,9.53,0,0,0.374,0.033,9.69,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_10_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","236.5","345.59","5",19.9,0,0,193.14,78.23,0,91.47,0,4.65,0,0,0.271,0.056,3.01,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_11_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","236.1","257.62","3",7.77,0,0,175.36,75.59,0,73.27,0,7.9,0,15.709,0.328,0.08,7.505,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_12_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","235","272.61","3",23.14,0,0,297.68,0,0,103.26,0,4.34,0,0,0.406,0.063,8.856,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_13_liver",2020,"liver","0","561","166","59°52'W","49°42'S","3","241.4","320.13","4",19,0,0,284.13,48.92,0,76.83,0,0.87,0,0,0.478,0.069,7.657,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_14_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","237.4","316.7","5",18.44,0,0,154.93,40.55,0,84.55,0,2.89,0,0,0.124,2.5,10.408,"Detected","Not detected","Not detected","Detected","Detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_15_liver",2020,"liver","1","561","166","59°52'W","49°42'S","3","231.8","302.9","5",7.41,0,0,378.53,0,0,94.24,0,4.8,0,0,1.041,0,14.882,"Detected","Not detected","Not detected","Detected","Not detected","Not detected","Detected","Not detected","BLOQ","Not detected","Not detected","Detected","Not detected","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_01_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","227.3","233.03","3",0,0,0,19.92,0,0,0,0,0,0,0.06,0.049,1,0.118,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_02_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","239.3","336.23","3",0,0,0,0,0,0,0,0,0,0,2.5,0.015,1,10,"Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_03_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","240.6","344.68","5",0,0,0,67.72,0,0,0,0,0,0,0.071,0.015,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_04_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","240.6","310.74","3",0,0,0,68.97,0,0,0,0,0,0,0.032,0.041,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_05_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","235.9","301.78","5",0,0,0,9.59,0,0,0,0,0,0,2.5,0.018,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_06_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","241.8","292.32","2",0,0,0,0,0,0,0,0,0,0,2.5,0.037,1,10,"Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_07_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","237.3","346.48","5",0,0,0,23.71,0,0,0,0,0,0,2.5,0.039,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_08_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","223.4","259.5","5",0,0,0,45.48,0,0,0,0,0,0,2.5,0.05,1,0.133,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_09_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","219","226.89","2",0,0,0,51.85,0,0,0,0,0,0,0.087,0.02,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_10_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","215.3","268.83","5",0,0,0,42.8,0,0,0,0,0,0,0.04,0.032,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_11_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","235.1","277.38","2",0,0,0,0,0,0,0,0,0,0,2.5,0.012,1,10,"Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_12_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","226.7","271.44","5",0,0,0,44.6,0,0,0,0,0,0,2.5,0.017,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_13_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","236.5","293.22","5",0,0,0,10.85,0,0,0,0,0,0,0.035,1,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","BLOQ","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_14_muscle",2020,"muscle","1","590","130","59°31'W","50°05'S","4","235.3","308.75","5",0,0,0,76.47,0,0,0,0,0,0,2.5,1,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","BLOQ","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"60_15_muscle",2020,"muscle","0","590","130","59°31'W","50°05'S","4","245.7","346.14","3",0,0,0,29.78,0,0,0,0,0,0,0.031,1,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","BLOQ","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_01_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","229.1","286.8","5",0,0,0,0,0,0,0,0,0,0,2.5,1,1,10,"Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","BLOQ","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_02_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","235","259.86","3",0,0,0,83.52,0,0,0,0,0,0,2.5,1,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","BLOQ","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_03_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","248.1","327.45","4",0,0,0,9.4,0,0,0,0,0,0,2.5,0.014,1,0.102,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","Detected","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_04_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","248.6","341.04","3",0,0,0,49.73,0,0,0,0,0,0,2.5,1,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","BLOQ","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_05_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","253.6","381.95","5",0,0,0,0,0,0,0,0,0,0,2.5,0.025,1,10,"Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","BLOQ","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_06_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","222.4","263.52","5",0,0,0,8.69,0,0,0,0,0,0,0.067,0.015,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_07_muscle",2020,"muscle","1","561","166","59°52'W","49°42'S","3","221.9","253.33","5",0,0,0,20.87,0,0,0,0,0,0,0.041,0.038,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_08_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","223.1","255.04","3",0,0,0,41.9,0,0,0,0,0,0,0.171,0.034,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"65_09_muscle",2020,"muscle","0","561","166","59°52'W","49°42'S","3","234.1","285.25","3",0,0,0,54.34,0,0,0,0,0,0,0.164,0.021,1,10,"Not detected","Not detected","Not detected","Detected","Not detected","Not detected","Not detected","Not detected","Not detected","Not detected","Detected","Detected","BLOQ","BLOQ","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
